Poste;Entreprise;Ville;Salaire/TJM;Description;Lien;tech_score;salaire_annuel_estime
Data Analyst  - QlikSense;CAT-AMANIA;France / Remote;45k-60k €⁄an;La mission se déroulera au sein de l'équipe Analytics End to End de la Direction Data de BNPP Personal Finance. Cette équipe a pour responsabilité de construire et maintenir des outils de pilotage à disposition des équipes métiers. Nous accompagnons également l'ensemble des équipes analytics dans leurs pratiques data et BI sur les plateformes data mis à dispositions par l'équipes Analytics Platforms avec laquelle nous travaillons en étroi collaboration. La mission nécessite des compétences fonctionnelles et techniques avancées sur QlikSense pour développer pour le métier des dashboards mais aussi pour gérer les montées de version QlikSense et accompagner l'équipe Analytics Platform Dans le cadre des projets ou maintenances évolutives et en relation avec la direction Métier à l'origine du besoin et son patrimoine IT correspondant, les principales missions de la prestation sont : - Analyser et challenger les besoins - Modéliser la solution cible - Développer le socle de données et développer les dashboards - Apporter du support et accompagner les utilisateurs finaux Dans le cadre des montées de versions de QlikSense, les attendus sont : - Cadrage et pilotage du projet - Identifier les contributeurs et définir l'organisation - Construction et suivi du planning - Réaliser les TU et TNR - Mise à jour de la documentation Des compétences sur Tableau et PBI seraient un plus.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-qliksense-2;2;52500.0
Data Analyste Géolocalisation (GPS)/jab;WorldWide People;Paris, France;N/C;Data Analyste Géolocalisation (GPS) - Démarrage : ASAP - TJM : Non déterminé - Full Remote : possible 1 Déplacement à prévoir au début : Paris Mission : Nous recherchons un profil ayant EXP sur des problématiques GPS Rapprochement avec la voirie Détection des points aberrants et correction Rapprochement avec les adresses distribuées Détection des arrêts multi moyen de locomotion => Faire de l’analyse des parcours entre différentes journées. Ces expériences sont indispensables. Compétences requises : Connaissance de DataBricks souhaitable mais non indispensable;https://www.free-work.com/fr/tech-it/directeur-de-la-data-cdo/job-mission/data-analyste-geolocalisation-gps-jab;2;0.0
POT8822 - Un Data Analyste Géolocalisation (GPS) sur Paris;Almatek;Paris, France;N/C;Almatek recherche pour l'un de ses clients un Data Analyste Géolocalisation (GPS) sur Paris Mission : Nous recherchons un profil ayant EXP sur des problématiques GPS Rapprochement avec la voirie Détection des points aberrants et correction Rapprochement avec les adresses distribuées Détection des arrêts multi moyen de locomotion => Faire de l’analyse des parcours entre différentes journées. Ces expériences sont indispensables. Compétences requises : Connaissance de DataBricks souhaitable mais non indispensable;https://www.free-work.com/fr/tech-it/analyste-programmeur/job-mission/pot8822-un-data-analyste-geolocalisation-gps-sur-paris;2;0.0
Data Analyst CRM – Adobe Campaign (Lille);CAT-AMANIA;Lille, Hauts-de-France;N/C;Bonjour à tous, Nous recherchons un Data Analyst CRM pour rejoindre une équipe basée à Lille . L’objectif de cette mission est de concevoir et livrer un maximum de dashboards Power BI , en binôme avec un collaborateur dédié à la partie CRM, afin de fournir des analyses pertinentes et exploitables pour le pilotage des activités marketing. 🔹 Expérience indispensable en CRM 🔹 Connaissance d’ Adobe Campaign fortement appréciée 🔹 Maîtrise de Power BI 🔹 Capacité à travailler en binôme et à comprendre les enjeux marketing/CRM;https://www.free-work.com/fr/tech-it/administrateur-applicatif-erp-crm-sirh/job-mission/data-analyst-crm-adobe-campaign-lille;2;0.0
Process & Data Analyst;PARTENOR;France / Remote;500-570 €⁄j;Nous recherchons actuellement un(e) Process & Data Analyst pour accompagner les projets et assurer le lien entre les processus métier et les données nécessaires de notre client grand compte dans la logistique. Vous devrez : - Animer les groupes de travail pour créer les Service Blueprints, identifier les Data Use Cases et comprendre les dépendances fonctionnelles, - Réaliser les gap analyses afin d'identifier les systèmes IT impactés et préparer la création des fonctionnalités nécessaires, - Garantir la production des Data Use Cases basés sur les processus métier et les intégrer dans l'outil de Data Gouvernance du groupe, - Définir, avec les Data Stewards, les Business Rules et le cycle de vie des données transactionnelles et référentielles, - Accompagner les Data Stewards dans l'implémentation des données référentielles dans le Master Data Management, - Soutenir les Business Units dans l'implémentation des flux de données transactionnelles et l'utilisation des données référentielles, - Participer à l'enrichissement du Data Catalog via des définitions claires, - Contribuer aux tests d'intégration, systèmes et UAT, ainsi qu'à la gestion des migrations, stratégies de cut-over et chargements de données, - Analyser les données existantes dans les applications pour garantir la cohérence avec les solutions proposées et identifier des améliorations proactives de qualité de données, Vous travaillerez au sein d'une équipe d'experts Data Gouvernance et MDM, et serez accompagné(e) par nos Data Stewards pour mettre en place les processus conformément aux exigences des data owners des équipes métier.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/process-data-analyst;1;117700.0
Data Quality Analyst;VISIAN;Paris, France;400-610 €⁄j;Mission La mission du Data Office s'est fortement enrichie avec la promotion de l'utilisation de la DATA par l'ensemble des projets des Métiers / Fonctions (Risque/Finance/ IT) de l'organisation et du Groupe. L'objectif est de développer l'activité commerciale, de diminuer les couts, d'améliorer l'efficacité opérationnelle et de répondre à la dimension règlementaire. La mission est au sein de l'équipe Data Office Data Quality. L'activité de cette équipe porte sur le développement, l'amélioration et le déploiement du Dispositif Data Quality (contrôle, dimension, labélisation, coordination des remédiations) dans l'écosystème de l'organisation et sur l'accompagnement Data sur les projets réglementaires (définition, cadrage, flowcharts, règle de gestion..);https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-quality-analyst-21;1;111100.0
Data Analyst BI H/F;AMAGO EXPERTISE;France / Remote;450-550 €⁄j;Amago IT recherche dans le cadre d'une prestation de longue durée pour l'un de nos clients dans le secteur Assurance basé dans le 92 : un Data Analyste BI H/F Missions : · Assurer la maintenance évolutive de l'application existante, en veillant à son bon fonctionnement et à l’intégration des évolutions pour répondre aux besoins internes. · Contribuer à l'amélioration du processus de reporting en travaillant sur l’automatisation de la collecte de données et l'optimisation des traitements, afin de simplifier le processus tout en préservant la fiabilité et la précision des données. · Collaborer avec l’équipe interne pour définir les besoins fonctionnels et techniques, et pour déployer des solutions adaptées à l’amélioration de l'analyse de la performance commerciale. · Apporter une expertise technique et fonctionnelle pour l’optimisation des outils de reporting et pour le développement de nouvelles fonctionnalités. · Prendre en charge la maintenance des solutions déployées en apportant des améliorations continues et en veillant à leur adéquation avec les exigences métiers. · Effectuer une analyse détaillée des données afin d’identifier des axes d’amélioration dans les processus existants et proposer des solutions efficaces et adaptées aux enjeux commerciaux de l’entreprise. · Assistance aux utilisateurs pour les autonomiser. Aide à la gestion du changement.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-bi-h-f-3;1;110000.0
Consultant(e) Data Analyst  F/H-Niort;Argain Consulting Innovation;France / Remote;400-550 €⁄j;Nous recherchons un(e) Consultant(e) Data Analyst pour notre cabinet à Niort🚀 En tant que Consultant(e) Data Analyst , vous interviendrez : Chez les clients, selon le cadre et les objectifs définis : Concevoir et mettre en œuvre des scénarios LCBFT (algorithmes de détection d’alertes LCBFT) et assurer leur maintenance. Participer à l’exploration des données pour : Identifier les sources pertinentes. Évaluer la qualité et la cohérence des données. Définir les indicateurs et règles métier avant la mise en production Au sein du cabinet : Contribuer au développement du cabinet (développement commercial, optimisation des processus internes, formation et mentorat), Participer à des projets internes relatifs à nos activités évènements, QVT, RSE… Mener et réaliser des projets associatifs (Mécénat auprès de nos associations partenaires). 🚀 L’aventure Argain, c’est : Un suivi et un accompagnement au quotidien par un trinôme (business manager, référent métier, référente RH), Un processus d’intégration personnalisé (individuel puis collectif), Des formations certifiantes (au minimum 1 formation tous les deux ans), De nombreux évènements : 2 évènements au minimum par mois (afterwork, soirée cuisine, cours de sport, karaoké), La possibilité d’évoluer en interne (rôle d’ambassadeur, key account leader, consultant manager), Un variable attractif et déplafonné (prime de cooptation, d’ouverture de compte, d’apport d’affaire), Un package (prime vacances, prime d’intéressement, avantages CSE, RTT, prise en charge de 60% des tickets restaurant). Si vous souhaitez savoir ce que nos argainers pensent de nous :;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/consultant-e-data-analyst-f-h-niort;1;104500.0
Data Analyst;Atlanse;France / Remote;420-500 €⁄j;"En tant que Data Analyst, vous connectez les processus métiers aux besoins data. Vous contribuez également à la stratégie Master Data et transactionnelle en analysant les processus et en garantissant l’intégration des données. Votre rôle Analyse métier et conception de Data Use Cases Animer des groupes de travail pour accompagner les équipes métier dans la création des Service Blueprints, l’identification des principaux Data Use Cases et la compréhension des dépendances Consolider le Data Use Case à partir du processus métier, en l’alignant avec les équipes projets, et le gérer dans l’outil de Data Governance Réaliser l’analyse des écarts afin d’identifier les systèmes IT impactés et sécuriser la bonne définition des fonctionnalités nécessaires Gouvernance des données et structuration Définir, en collaboration avec le Data Steward, les règles de gestion et le cycle de vie des données transactionnelles et référentielles Accompagner le Data Steward dans l’intégration des données référentielles au sein du Master Data Management System Contribuer à la mise à jour du Data Catalog en fournissant des définitions de données claires Intégration, qualité et déploiement des données Accompagner les Business Units dans la mise en place des flux de données transactionnelles et dans l’utilisation des données référentielles via les Data Use Cases Participer aux tests d’intégration, systèmes et de recette; gérer la stratégie de migration, de bascule et les chargements de données Analyser les données existantes dans les systèmes BI et DataHub pour valider la cohérence des solutions et proposer des améliorations proactives de la qualité des données";https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-751;1;101200.0
Data analyst;Cherry Pick;Paris, France;400-500 €⁄j;Cherry pick est à la recherche d'un Data analyst pour l'un de ses clients dans le secteur de l'énergie. 🎯 Objectifs de la mission Travailler en collaboration directe avec le Data Lead TGP , les BPO , les Data Domain Owners et les équipes achats afin de : Développer et maintenir le backlog des cas d’usage Data Quality . Paramétrer l’outil Tale of Data pour identifier les anomalies, rapprocher les données provenant de différents systèmes achats et produire les outputs attendus. Suivre et améliorer en continu le niveau de qualité des données à l’aide d’indicateurs fiables et automatisés. Accompagner les équipes dans la conduite et le pilotage des campagnes de nettoyage . Être force de proposition sur l’amélioration des processus, formats et traitements des données. 📌 Responsabilités & Livrables attendus 1. Gestion des cas d’usage Data Quality Identifier et co-construire les cas d’usage avec les BPO et Data Domain Owners. Maintenir et prioriser le backlog (nouveaux besoins, évolutions, corrections). 2. Paramétrage de l’outil Tale of Data Configurer les règles de contrôle qualité (contrôles automatiques, seuils, business rules). Réaliser les rapprochements de données entre les différents outils achats. Produire les livrables opérationnels : listes d’erreurs, fichiers de référentiels, exports de données, emails d’alertes automatiques. 3. Production de KPI Data Quality Définir et documenter les indicateurs de qualité par périmètre. Construire des dashboards permettant le suivi régulier de la qualité des données. 4. Support aux campagnes de nettoyage Préparation et communication des jeux de données à nettoyer. Suivi de l’avancement et relances auprès des équipes concernées. Consolidation des résultats et reporting. 5. Amélioration continue & Expertise Recommander des améliorations sur la structuration des données, les processus de traitement ou la gouvernance. Proposer des optimisations sur l’utilisation de l’outil Tale of Data.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-747;1;99000.0
DATA ANALYST SENIOR LOOKER;PROPULSE IT;Paris, France;300-600 €⁄j;Polyvalent.e, vous travaillerez sur des problématiques d'analyse de données, de traitements d'informations pour l'ensemble des directions métiers Vous participerez à la mise en place de solutions innovantes et pérennes en utilisant vos compétences en Data. En charge d'exploiter et d'analyser les données du groupe afin de suivre les performances business, de parfaire la connaissance de nos données et de contribuer aux actions métier. Missions principales : Vos principales missions seront : · Développer des indicateurs de pilotage à destination de différentes directions du groupe, · En lien avec le métier, analyser les données et spécifier aux développeurs les données et règles de gestion à appliquer · Mettre en place des reportings (Cockpit, Scorecard ...) via nos solutions de data visualisation, · Accompagner les projets transverses afin d'anticiper les impacts et enjeux à venir, · Accompagner les projets d'architecture Data/ couche sémantique sur Look ML · Réaliser des analyses et restituer les enseignements via des dashboards et supports clairs, · Être force de proposition pour déployer des suivis d'indicateurs pertinents, · Participer au développement de la culture Data du groupe;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-senior-looker-12;1;99000.0
Développeur QlikSense / Data analyst;VISIAN;Paris, France;320-560 €⁄j;Descriptif du poste La mission se déroulera au sein de l'équipe Analytics End to End de la Direction Data d'une institution financière. Cette équipe a pour responsabilité de construire et maintenir des outils de pilotage à disposition des équipes métiers. Nous accompagnons également l'ensemble des équipes analytics dans leurs pratiques data et BI sur les plateformes data mis à dispositions par l'équipes Analytics Platforms avec laquelle nous travaillons en étroite collaboration. La mission nécessite des compétences fonctionnelles et techniques avancées sur QlikSense pour développer pour le métier des dashboards mais aussi pour gérer les montées de version QlikSense et accompagner l'équipe Analytics Platforms.;https://www.free-work.com/fr/tech-it/data-engineer/job-mission/developpeur-qliksense-data-analyst;1;96800.0
Data Analyst H/F;S-quaar;France / Remote;35k-40k €⁄an;Lieu : Saint-Brieuc (22) Salaire : 35/40K€ Rythme : Présentiel Nous recrutons pour un intégrateur de solutions industrielles et tertiaires en pleine croissance situé à proximité de Saint-Brieuc dans les Côtes d’Armor. Il s’identifie comme un interlocuteur global pour les entreprises ayant besoin de solutions logicielles innovantes en automatisation, informatique, électricité, GTB, maintenance… Il souhaite couvrir l’ensemble du cycle, de l’étude/conception à la mise en œuvre, la formation, la maintenance et le suivi de leurs clients, afin d’apporter une solution clés-en-main. Dans le cadre de leur développement, notre client souhaite recruté un Data Analyst confirmé. Les missions sont les suivantes : - Interpréter les besoins métier et les transformer en problématiques analytiques exploitables. - Veiller à la qualité, la cohérence et la robustesse des données utilisées dans les modèles et analyses. - Préparer, explorer et modéliser des jeux de données complexes afin d’en extraire des résultats actionnables. - Développer et maintenir des indicateurs, rapports avancés et outils analytiques pour soutenir les décisions stratégiques. - Documenter les méthodes, modèles et workflows, et contribuer à la diffusion des bonnes pratiques data au sein de l’organisation. - Accompagner et former les utilisateurs aux analyses, modèles et outils développés pour garantir leur bonne appropriation. - Effectuer une veille continue sur les technologies, méthodes statistiques et avancées en machine learning, puis partager les évolutions pertinentes avec l’équipe.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-h-f-427;1;37500.0
DATA ANALYST;HAYS France;Strasbourg, Grand Est;N/C;Nous recherchons un Data Analyst expérimenté pour rejoindre un projet stratégique au sein d’un grand groupe industriel international. Cette mission, de longue durée, vise à renforcer la qualité des données à l’échelle du groupe et à accompagner les équipes métiers dans la mise en place de processus robustes. Votre rôle : Dans le cadre de cette prestation, vous serez responsable de la création et du maintien des reportings de qualité des données au niveau global. Vous interviendrez en étroite collaboration avec les différentes fonctions métiers afin de collecter les problématiques liées à la qualité des données , puis de traduire leurs besoins en spécifications techniques claires et exploitables . Vous jouerez également un rôle clé dans l’accompagnement des équipes à travers les différentes étapes de la méthodologie qualité des données, incluant la découverte des données , la définition des règles , leur exécution et le monitoring continu .;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-745;1;0.0
Data Analyst;MGH CONSEIL;Paris, France;N/C;OBJECTIF Le projet est actuellement lancé avec une mise sous contrôle qualité des données critiques et des plans d’action de remédiation avec les systèmes informatiques de gestion. Le département nécessite l’expertise d’un Data Analyst afin d’améliorer l’analyse des données au sein de l’entreprise. Ce poste est essentiel pour interpréter et analyser la qualité des données clés du business et du métier, tout en collaborant étroitement avec les équipes métiers et IT. Le Data Analyst sera en charge de la mise en oeuvre des analyses pour élaborer les contrôles de qualité de données et les KPIs, d’assurer le maintien et les évolutions du Data Quality Dashboard, de participer aux plans d’action de remédiation, en collaboration avec l’équipe Data du département, et avec les responsables informatiques / métiers des applications.;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-739;1;0.0
Data Analyst – Skywise / Data Products / Substances;Groupe Aptenia;Toulouse, Occitanie;N/C;Nous recherchons un Data Analyst pour rejoindre une équipe Data engagée dans l’optimisation et la valorisation des Data Products au sein de la plateforme Skywise. 📍 Toulouse - 3-4 jours de TT 📅 Démarrage ASAP ou Janvier possible Votre rôle : garantir la qualité, la cohérence et la disponibilité des données, tout en soutenant la création de nouveaux Data Products et le reporting associé. ✅ Créer et améliorer les Data Products (80+ existants) ✅ Maintenir le lien entre HazMat (SAP) et les données Skywise ✅ Concevoir des Data Products Composites (ex. : Chemicals x Logistics) et assurer leur officialisation dans le catalogue Skywise ✅ Développer et maintenir les cockpits et rapports Substances ✅ Fournir des extractions et analyses pour les clients internes;https://www.free-work.com/fr/tech-it/data-analyst/job-mission/data-analyst-skywise-data-products-substances;1;0.0
